ID,RAW,Translate,
6256,Main tumse milna chahta hoon,I want to meet you,
6257,Aapki madad kaise karoon?,How can I help you?,
6258,Tum mere saath aaoge?,Will you come with me?,
6259,Usne mujhe kuch khilaaya piyaaya,He gave me something to eat and drink,
6260,Main tumhare liye khush hoon,I am happy for you,
6261,Tum mere liye itna kuch kyun karti ho?,Why do you do so much for me?,
6262,Usne mujhe bahut strong kaha,He called me very strong,
6263,Main tumhare liye kuch laaya hoon,I have brought something for you,
6264,Tum bhi mujhse bahut pyar karti ho,You also love me a lot,
6265,Usne mujhe uske paas jane se mana kiya,He stopped me from going to him,
6266,Main tumse baat karna chahta hoon,I want to talk to you,
6267,"Tum mere saath chaho ya na chaho, main tumse pyar karta hoon","Whether you want to be with me or not, I love you",
6268,Usne mujhe kuch ache se khana banaya,He cooked something good for me,
6269,Main tumhara saathi hamesha ke liye ban sakta hoon,I can be your companion forever,
6270,Tum bahut yaad aati ho,I miss you a lot,
6271,Usne mujhe apne dil ki baat bata di,He told me about his feelings,
6272,Main tumhe bahut pasand karta hoon,I like you very much,
6273,Aap mujhse kuch puchna chahte hai?,Do you want to ask me something?,
6274,Tum milne ke liye kab aaoge?,When will you come to meet me?,
6275,Usne mujhe bahut hasaya,He made me laugh a lot,
6276,Kya tumne khaana khaya?,Have you eaten food?,
6277,Tumhe mujhse koi shikayat hai kya?,Is there any complaint you have with me?,
6278,Maine usse samay par phone kiya,I called her at that time,
6279,Tumne mujhse kaha tha ki tum aaoge,You had told me that you will come,
6280,Main bahut khush hoon aaj,I am very happy today,
6281,Usne mere sath na-insaafi ki hai,He has been unfair to me,
6282,Tum mujhe kabhi samajh nahi paoge,You will never be able to understand me,
6283,Maine apne dost se baat ki,I talked to my friend,
6284,Usne tumhe kya kaha tha?,What did he tell you?,
6285,Tumhare paas kitni saari kitabein hain?,How many books do you have?,
6286,Main ghar se bahar hoon,I am out of the house,
6287,Uske ghar ki kursiyan bahut sundar hain,The chairs in his house are very beautiful,
6288,Mujhe tumse kafi ummeed thi,I had a lot of hopes from you,
6289,Usne mujhse pyar kiya,He loved me,
6290,Tum uske saath bahut acche dost ho,You are a very good friend to him,
6291,Uska naam kya hai?,What is his name?,
6292,Aaj main khaana banane ke liye bahut lazy hoon,I am very lazy to cook today,
6293,Tumne naye kapde pehne hain,You are wearing new clothes,
6294,Main ek writer hoon,I am a writer,
6295,Usne mere chehre par muskaan dekhi,He saw a smile on my face,
6296,Tum kabhi nahi bhool paoge,You will never forget,
6297,Mera khana bahut tasty ban gaya hai,My food has turned out very tasty,
6298,Usne mere liye gift laya tha,He had brought a gift for me,
6299,Tum ab kya kar rahe ho?,What are you doing now?,
6300,Main apne dil ki baat tumhe bata dena chahta hoon,I want to tell you what is in my heart,
6301,Usne tumhe dhokha diya hai,He has cheated on you,
6302,Tumse milne ka bahut mann tha mujhe,I really wanted to meet you,
6303,Maine tumhe dobara phone kiya,I called you again,
6304,Usko ek befikri wala zindagi jina tha,He wanted to live a carefree life,
6305,Tum kitne sundar lag rahe ho,You are looking very beautiful,
6306,Main sab kuch bhool gaya tha,I had forgotten everything,
6307,Usne ek naya kaam shuru kiya hai,He has started a new job,
6308,Tumhare pasand ka kaunsa song hai?,Which is your favorite song?,
6309,Aaj bohot thand hai,It's very cold today,
6310,Uske paas kitni gaadiyan hain?,How many cars does he have?,
6311,Tumne mujhe koi message bheja?,Did you send me any message?,
6312,Main bahut karib hu tumhare,I am very close to you,
6313,Uske dimag mein kya chal raha hai?,What is going on in his mind?,
6314,Tumne kaunsa subject padhna hai?,Which subject do you want to study?,
6315,Main apne ghar mein akela hoon,I am alone in my house,
6316,Usne tumhe kya gift diya hai?,What did he give you as a gift?,
6317,Tum college kyu nahi jaate ho?,Why don't you go to college?,
6318,Main tumhare paas jald hi aaoonga,I will come to you very soon,
6319,Uska bhai usse zyada intelligent hai,His brother is more intelligent than him,
6320,Tumne meri baat suni nahi,You did not listen to me,
6321,Main janta hoon ki tum mujhe kabhi nahi chhodoge,I know that you will never leave me,
6322,Uski umar bahut kam hai,He is very young,
6323,Tumhe kya khana pasand hai?,What do you like to eat?,
6324,Main tumhare sath kisi bhi samay milne ke liye taiyar hoon,I am ready to meet you anytime,
6325,Usne kaha tha ki wah bahut jald vapas aa jaayega,He had said that he will be back very soon,
6326,Tumhari aankhen bahut sundar hain,Your eyes are very beautiful,
6327,Main bahut pyar karta hoon tumse,I love you very much,
6328,Usne mujhse kaha tha ki uske paas paise nahi hain,He had told me that he has no money,
6329,Tum kitne baje tak so jaoge?,Till what time will you sleep?,
6330,Main tumhare sath saath chalunga,I will go with you,
6331,Usne mujhe rok diya tha,He had stopped me,
6332,Tum usse kyu tang kar rahe ho?,Why are you bothering him?,
6333,Tumne mere liye bohot saare gifts lekar aaye ho,You have brought me a lot of gifts,
6334,Main subah subah hi uth gaya tha,I had woken up early in the morning,
6335,Usne tumhe kya samjha hai?,What did he explain to you?,
6336,Tum sone ke liye kaha so rahe ho?,Where are you sleeping?,
6337,Main uske liye dua karta hoon ki uski zindagi khushi se bhari rahe,I pray for him that his life be filled with happiness,
6338,Usne apne sapno ko sach kar diya,He fulfilled his dreams,
6339,Tumne break kyu liya hai?,Why did you take a break?,
6340,Main hamesha tumhare saath hun,I am always with you,
6341,Usne video call nahi uthayi thi,He did not pick up the video call,
6342,Tumne apni nayi bike kharidi hai,You have bought a new bike,
6343,Main tumse kahi baar mil chuka hoon,I have met you several times,
6344,Usne apne padosi ke saath jhagda kiya hai,He has had a fight with his neighbor,
6345,Tumne apni kitab kahan rakh di hai?,Where have you kept your book?,
6346,Main usse ek aur baar milna chahta hoon,I want to meet him one more time,
6347,Usne tumse gussa kiya hai,He got angry with you,
6348,Tumne mujhe kabhi bhi dhokha nahi diya hai,You have never cheated on me,
6349,Main shayad uske saath hi rahunga,Maybe I will stay with him only,
6350,Uske paas kitne phones hain?,How many phones does he have?,
6351,Tum mujhe kabhi chhod kar nahi jaoge,You will never leave me,
6352,Main uski baat nahi kar sakta,I cannot talk to him,
6353,Usne tumhe kya pucha tha?,What did he ask you?,
6354,Tumne mujhe bohot accha sa khana khilaya hai,You have fed me very good food,
6355,Main us ke upar bharosa nahi kar sakta,I can't trust him,
6356,Usne ek nayi language sikhli hai,He has learned a new language,
6357,Tumne mujhe apne sath kyu nahi leke gaye?,Why didn't you take me with you?,
6358,Main tumko kuch batana chahta hoon,I want to tell you something,
6359,Uski smile bahut acchi hai,His smile is very good,
6360,Tum apne phone ko kahi mat chhodna,Don't leave your phone somewhere,
6361,Usne apna job change kar liya hai,He has changed his job,
6362,Tumne usse kitni baar phone kiya?,How many times did you call him?,
6363,Main tumhare liye kuch khass laaya hoon,I have brought something special for you,
6364,Usne mujhe apne naye ghar par bulaya tha,He had called me to his new house,
6365,Tum kaise jaana chahtey ho?,q,
6366,Main tumhe always support karunga,I will always support you,
6367,Usne ek accha sa offer diya hai,He has given a good offer,
6368,Tum bahut jyaada padhai karte ho,You study very much,
6369,Maine tumhara message padha tha,I had read your message,
6370,Uska attitude bahut accha hai,His attitude is very good,
6371,Tumne naye hairstyle try kiya hai,You have tried a new hairstyle,
6372,Main khudka kaam karta hoon,I work for myself,
6373,Uske liye kaam karna bahut zaroori hai,It's very important for him to work,
6374,Tum kaha se aa rahe ho?,From where are you coming?,
6375,Mujhe apne dost ke saath photos click karwani hai,I want to click photos with my friend,
6376,Usne mujhe bahut khushi di hai,He has given me a lot of happiness,
6377,Tum kabhi apni zindagi ke bare mein sochta ho?,Do you ever think about your life?,
6378,Main tumhare liye kuch special plan kar raha hoon,I am planning something special for you,
6379,Usne mujhe bahut acchi baat batai thi,He had told me a very good thing,
6380,Tumse baat karke mujhe accha lagta hai,I feel good talking to you,
6381,Main hamesha tumhare sath hun aur tumhare sath hi rahunga,I am always with you and will always stay with you,
6382,Usne apne friend se help mangi thi,He had asked help from his friend,
6383,Tumhara ek accha sa dost hamesha tumhare sath rahega,A good friend will always stay with you,
6384,Main sab kuch badal sakta hoon,I can change anything,
6385,Usne mujhe apne new house ka tour diya tha,He had given me a tour of his new house,
6386,Tumne apne aim ko kabhi nahi bhula,You have never forgotten your aim,
6387,Maine tumhare liye acchi book khareed li hai,I have bought a good book for you,
6388,Usne mujhse bahut zaroori baat kahi hai,He has said something very important to me,
6389,Tum kitni der tak idhar rukoge?,How long will you stay here?,
6390,Main hamesha tumhari help karunga,I will always help you,
6391,Usne ek naya business start kiya hai,He has started a new business,
6392,Tumhari muskurahat bahut sundar hai,Your smile is very beautiful,
6393,Main apne friend ke saath movie dekhne jaa raha hoon,I am going with my friend to watch a movie,
6394,Usne mujhe thank you bola tha,He had said thank you to me,
6395,Tumhare liye mere paas kafi samay hai,I have enough time for you,
6396,Main uske actions ko samajh nahi pa raha hoon,I am not able to understand his actions,
6397,Usne mujhse kaha tha ki uske khane mein bahut zyada mirch hai,He had told me that his food has a lot of spice,
6398,Meri ma ne aaj subah parathe banaye,My mother made parathas this morning,
6399,Tumhare baal kitne ghane hain,Your hair is so thick,
6400,Kal subah mein jogging karungi,I will go for a jog tomorrow morning,
6401,Main aaj raat der se sona chahti hoon,I want to sleep late tonight,
6402,Aaj mausam bahut suhana hai,The weather is very pleasant today,
6403,Tumne kya khaya tha apne dinner me,What did you have for dinner?,
6404,Barish ke baad zameen bahut bhigti hai,The ground gets very wet after rain,
6405,Main aaj kaam se late ho gayi thi,I got late for work today,
6406,Chandni raat mein bahut sundar lagti hai,The moon looks very beautiful in the night,
6407,Tumhare nakhun kitne sundar hai,Your nails are so beautiful,
6408,Main apne dost se baat karte karte thak gayi,I got tired while talking to my friend,
6409,Kal hum movie dekhne ja rahe hai,We are going to watch a movie tomorrow,
6410,Tumne aaj kya pehna hai,What are you wearing today?,
6411,Aaj subah jab main uthi toh aankh mein dard ho raha tha,"When I woke up this morning, my eyes were hurting",
6412,Main ne aaj apne doston se milne ka plan banaya hai,I have planned to meet my friends today,
6413,Kal main apni nayi book ki shuruat karungi,I will start my new book tomorrow,
6414,"Tumhe kya lagta hai, humein kal kya karna chahiye","What do you think, what should we do tomorrow?",
6415,Aaj mai thodi thakan mahsoos kar rahi hoon,I am feeling a little tired today,
6416,Mera gala kharab ho gaya hai,I have a sore throat,
6417,Tumhare haath kitne komal hai,Your hands are so soft,
6418,Main aaj bahut khush hoon,I am very happy today,
6419,Tumhare gaal kitne laal hain,Your cheeks are so red,
6420,Aaj main ne ek naya recipe try kiya hai,I tried a new recipe today,
6421,Raat bahut gehri ho gayi hai,The night has become very deep,
6422,Tumne kya suna hai is gaane ki baare mein,What have you heard about this song?,
6423,Aaj kaun sa kaam karne ka mann hai tumhe,What work do you feel like doing today?,
6424,Tumhare baal kitni lambi hai,Your hair is so long,
6425,Main aaj bahut thand mein thithur rahi hoon,I am shivering in the cold today,
6426,Tumhare chehre par ek muskaan kitni khubsurat lagti hai,A smile on your face looks so beautiful,
6427,Aaj humein kaam jaldi khatam karna chahiye,We should finish our work quickly today,
6428,Main aaj apne sapno ki duniya mein khoi hui hoon,I am lost in my dream world today,
6429,Tumhare aankhon mein kitni khubsurti hai,Your eyes are so beautiful,
6430,Kal subah humein jaldi uthna hai,We have to wake up early tomorrow morning,
6431,Tumhara chehra kitna lamba hai,Your face is so long,
6432,Aaj khana bahut accha bana hai,The food tastes so good today,
6433,Main aaj office se jaldi ghar aayi,I came home early from office today,
6434,Tumhari awaaz kitni pyaari hai,Your voice is so sweet,
6435,Aaj mere paas bahut samay hai,I have a lot of time today,
6436,Tumhara rang kitna gora hai,Your complexion is so fair,
6437,Main aaj bahut padhai karungi,I will study a lot today,
6438,Aaj ke baad main waha kabhi nahi jaungi,I will never go there again after today,
6439,Tumhare kaan kitne sundar hai,Your ears are so pretty,
6440,Aaj bahut tez baarish ho rahi hai,It's raining heavily today,
6441,Tumhare haath kitne bhale hain,Your hands are so good,
6442,Kal kaun si movie release hone wali hai,Which movie is going to be released tomorrow?,
6443,Main aaj bahut hans rahi hoon,I am laughing a lot today,
6444,Tumhari chalte kitni sundar hai,Your walk is so beautiful,
6445,Aaj kaun sa din hai,What day is it today?,
6446,Tumhari hasi kitni pyaari hai,Your smile is so beautiful,
6447,Main aaj bahut thaki hui hoon,I am very tired today,
6448,Tumhari shakal kitni pyaari hai,Your face is so pretty,
6449,Kal ka weather kaisa hoga,What will be the weather tomorrow?,
6450,Aaj main ne apne ghar ka saaman saaf kiya,I cleaned my house today,
6451,Tumhari hindi kitni sundar hai,Your Hindi is so beautiful,
6452,Main aaj bahut mast hoon,I am very happy today,
6453,Tumhare baal kitne ulte hai,Your hair is so curly,
6454,Aaj jaldi se kaam khatam kar lo,Finish your work quickly today,
6455,Tumhare nakhun kitni sundar shape mein hai,Your nails are in such a beautiful shape,
6456,Main aaj bahut khush hoon,I am very happy today,
6457,Tumhari ankhein kitni sundar hai,Your eyes are so beautiful,
6458,Kal kahaan par milna hai,Where should we meet tomorrow?,
6459,Aaj kaun sa baarish mein bheegne ka mann hai,Which rain do you feel like getting wet in today?,
6460,Tumhare chehre par ek muskaan kitni khubsurat lagti hai,A smile on your face looks so beautiful,
